年,月,規模,就業形態,現金給与総額,きまって支給する給与,所定内給与,所定外給与,特別給与,総実労働時間,所定内労働時間,所定外労働時間,前月末労働者数,本月末労働者数,パートタイム労働者数,現金給与総額指数,きまって支給する給与指数,所定内給与指数,所定外給与指数,特別給与指数,総実労働時間指数,所定内労働時間指数,所定外労働時間指数,CPI(持ち家除く総合),実質_現金給与総額指数,実質_きまって支給する給与指数,実質_所定内給与指数,実質_所定外給与指数,実質_特別給与指数,実質_現金給与総額,実質_きまって支給する給与,実質_所定内給与,実質_所定外給与,実質_特別給与
1997,1,5人以上,一般,364568,319843.0,298113.0,21730.0,44725.0,152.9,141.8,11.1,34778227.0,34570742.0,,85.75629056198117,93.78707507528641,95.0485105677474,79.34131736526946,53.187061481745744,92.77912621359224,94.21926910299004,77.62237762237761,95.4,89.8912898972549,98.30930301392705,99.6315624399868,83.166999334664,55.75163677331839,382146.750524109,335265.1991614256,312487.4213836478,22777.777777777777,46881.551362683436
1997,1,5人以上,パート,86867,84328.0,82403.0,1925.0,2539.0,89.9,88.1,1.8,6421032.0,6340728.0,,87.07685522108281,86.71259640102828,87.57332936575412,61.03360811667724,101.19569549621363,108.18291215403131,109.30521091811414,72.0,95.4,91.2755295818478,90.89370691931686,91.79594273139844,63.97652842418998,106.07515251175433,91055.55555555555,88394.12997903563,86376.31027253668,2017.8197064989515,2661.425576519916
1997,2,30人以上,形態計,318023,314965.0,288786.0,26179.0,3058.0,158.1,145.5,12.6,23165470.0,23103939.0,2764492.0,85.62631930383837,106.38409262862083,106.62329654749729,103.81488678272595,4.058717349755787,109.48753462603878,110.22727272727273,101.61290322580645,95.2,89.94361271411594,111.74799645863533,111.99926107930386,109.04925082219113,4.263358560667843,334057.77310924366,330845.5882352941,303346.6386554622,27498.94957983193,3212.1848739495795
1997,2,30人以上,一般,348409,344974.0,315585.0,29389.0,3435.0,166.4,152.4,14.0,20392603.0,20339447.0,,75.60909976714562,95.66401375447158,96.15396334032077,90.70119128448862,3.428383220384658,101.77370030581041,103.04259634888437,89.74358974358975,95.2,79.42132328481682,100.48740940595755,101.00206233226972,95.27436059295023,3.601242878555313,365975.8403361344,362367.6470588235,331496.8487394958,30870.79831932773,3608.1932773109243
1997,2,30人以上,パート,94512,94228.0,91667.0,2561.0,284.0,96.8,94.6,2.2,2772867.0,2764492.0,,84.79150218904759,86.94625144175318,88.09899086977416,59.213872832369944,9.193913887989641,108.5201793721973,109.99999999999999,68.75,95.2,89.06670398009202,91.33009605226174,92.54095679598126,62.19944625248943,9.65747257141769,99277.31092436975,98978.99159663865,96288.86554621848,2690.126050420168,298.31932773109247
1997,2,500人以上,形態計,378883,375736.0,334698.0,41038.0,3147.0,157.4,142.2,15.2,4426392.0,4407119.0,294485.0,79.0525371390419,102.25722699092645,101.33182359014106,110.48649812885336,2.813891521665266,105.56673373574783,105.41141586360266,107.04225352112675,95.2,83.0383793477331,107.41305356189754,106.44099116611456,116.05724593366948,2.9557684051105735,397986.3445378151,394680.67226890754,351573.5294117647,43107.142857142855,3305.6722689075627
1997,2,500人以上,一般,398683,395384.0,351705.0,43679.0,3299.0,161.7,145.6,16.1,4127737.0,4112634.0,,73.08900849899904,95.73323389974964,95.02997846522146,101.79924021721398,2.490375179285876,101.25234815278648,101.46341463414635,99.38271604938272,95.2,76.77416859138553,100.56011964259415,99.82140595086287,106.93197501808191,2.6159403143759206,418784.6638655462,415319.3277310924,369438.02521008404,45881.3025210084,3465.3361344537816
1997,2,500人以上,パート,103787,102765.0,98418.0,4347.0,1022.0,97.9,94.7,3.2,298655.0,294485.0,,78.30321777509525,79.8007408155183,80.78438454214137,62.55576341919701,27.123142250530783,104.5940170940171,105.81005586592178,78.04878048780489,95.2,82.25127917552022,83.82430757932595,84.85754678796363,65.7098355243666,28.490695641313845,109019.95798319328,107946.42857142858,103380.25210084033,4566.176470588235,1073.5294117647059
1997,2,100〜499人,形態計,319750,316895.0,289313.0,27582.0,2855.0,156.5,143.9,12.6,8096099.0,8073752.0,970211.0,85.63455270508771,106.12301623181999,105.65771069421264,111.26260588947157,3.817967851507128,108.30449826989619,108.60377358490567,105.0,95.2,89.95226124484003,111.4737565460294,110.98499022501326,116.87248517801636,4.010470432255387,335871.8487394958,332872.8991596638,303900.2100840336,28972.689075630253,2998.9495798319326
1997,2,100〜499人,一般,349854,346645.0,315737.0,30908.0,3209.0,164.5,150.6,13.9,7123560.0,7103541.0,,76.4303909189019,96.43788131278707,96.23458125946765,98.56495949996811,3.2647289227106713,101.66872682323856,102.37933378653976,94.5578231292517,95.2,80.28402407447679,101.30029549662507,101.08674502044921,103.53462132349591,3.4293371036876796,367493.6974789916,364122.8991596638,331656.512605042,32466.386554621848,3370.798319327731
1997,2,100〜499人,パート,99288,99029.0,95805.0,3224.0,259.0,97.5,94.9,2.6,972539.0,970211.0,,84.60699434180925,86.90642304890784,87.81715186624625,66.43313414382857,7.610931531002057,106.20915032679738,107.47451868629672,74.28571428571429,95.2,88.87289321618618,91.2882595051553,92.24490742252756,69.78270393259302,7.994675977943337,104294.11764705883,104022.05882352941,100635.50420168067,3386.5546218487398,272.05882352941177
1997,2,30〜99人,形態計,291432,288255.0,269316.0,18939.0,3177.0,159.5,148.1,11.4,10642979.0,10623068.0,1499796.0,93.60750833509992,112.9344423505628,114.06668247890761,98.96535507132779,5.66380831832849,112.40310077519379,113.83551114527286,96.61016949152543,95.2,98.32721463771,118.62861591445673,119.81794378036513,103.95520490685692,5.94937848563917,306126.0504201681,302788.86554621847,282894.9579831933,19893.90756302521,3337.1848739495795
1997,2,30〜99人,一般,324601,320928.0,299169.0,21759.0,3673.0,169.9,156.9,13.0,9141306.0,9123272.0,,79.63753502225231,98.14642082761193,99.53918430631434,82.31132967656517,4.556563162922254,101.43283582089553,103.56435643564356,81.25,95.2,83.65287292253394,103.0949798609369,104.55796670831339,86.4614807526945,4.786305843405729,340967.4369747899,337109.243697479,314253.1512605042,22856.092436974788,3858.1932773109243
1997,2,30〜99人,パート,89588,89433.0,87654.0,1779.0,155.0,96.3,94.5,1.8,1501673.0,1499796.0,,88.15200385716675,90.38931899496674,91.59151941985976,54.8904659055847,5.768515072571642,111.58748551564311,113.17365269461077,64.28571428571429,95.2,92.59664270710792,94.94676365017514,96.20957922254176,57.658052421832664,6.059364572029036,94105.04201680672,93942.2268907563,92073.52941176471,1868.6974789915964,162.81512605042016
1997,2,5〜29人,形態計,254559,251362.0,240390.0,10972.0,3197.0,158.7,150.9,7.8,17735130.0,17717852.0,3531962.0,99.91992557789004,114.2866236246249,115.69448455096737,90.23026315789474,9.180713895988283,120.68441064638782,122.18623481781377,97.5,95.2,104.95790501879205,120.04897439561437,121.52781990647834,94.7796881910659,9.643607033601139,267393.9075630252,264035.71428571426,252510.50420168065,11525.210084033613,3358.1932773109243
1997,2,5〜29人,一般,296608,292679.0,279301.0,13378.0,3929.0,174.1,164.7,9.4,14231027.0,14185890.0,,81.49287849481273,95.18790145540288,96.75107385340169,71.17850492152168,6.954843962968864,104.31396045536248,106.32666236281472,78.33333333333333,95.2,85.60176312480328,99.98729144475092,101.62927925777487,74.76733710243873,7.305508364463092,311563.02521008404,307435.9243697479,293383.40336134454,14052.52100840336,4127.100840336134
1997,2,5〜29人,パート,84731,84492.0,83241.0,1251.0,239.0,96.7,95.4,1.3,3504103.0,3531962.0,,94.87716390836002,96.76687854320564,97.69267783163356,59.34535104364327,12.004018081366148,124.45302445302444,125.85751978891821,68.42105263157895,95.2,99.66088645836136,101.64588082269499,102.61835906684198,62.33755361727235,12.609262690510658,89003.1512605042,88752.10084033613,87438.02521008403,1314.0756302521008,251.05042016806723
1997,2,5人以上,形態計,290491,287373.0,267792.0,19581.0,3118.0,158.4,147.9,10.5,40900600.0,40821791.0,6296454.0,90.06020734641235,108.77924142630025,109.55685016691758,99.15434474377152,5.341602138011376,113.87491013659239,115.09727626459146,99.05660377358491,95.2,94.60105813698777,114.26390906123976,115.08072496524957,104.15372347034824,5.610926615558168,305137.6050420168,301862.39495798317,281294.11764705885,20568.277310924368,3275.2100840336134
1997,2,5人以上,一般,327121,323483.0,300673.0,22810.0,3638.0,169.6,157.5,12.1,34623630.0,34525337.0,,76.94773958472999,94.85442672367029,95.86472518117732,83.28465021177158,4.326317041265311,102.9126213592233,104.65116279069768,84.6153846153846,95.2,80.82745754698529,99.6370028609982,100.69824073653079,87.4838762728693,4.544450673598015,343614.49579831935,339793.06722689077,315832.9831932773,23960.084033613442,3821.4285714285716
1997,2,5人以上,パート,89039,88780.0,86952.0,1828.0,259.0,96.7,95.0,1.7,6276970.0,6296454.0,,89.25410238675208,91.29048843187661,92.40775378337017,57.95814838300571,10.32283778397768,116.3658243080626,117.86600496277917,68.0,95.2,93.7543092297816,95.89337020155105,97.06696825984261,60.88040796534213,10.843316999976556,93528.36134453781,93256.3025210084,91336.1344537815,1920.1680672268908,272.05882352941177
1997,3,30人以上,形態計,346142,315968.0,289166.0,26802.0,30174.0,156.7,143.6,13.1,23104666.0,23028566.0,2764797.0,93.1972386162926,106.72287073065283,106.76359716002024,106.2854423603125,40.04831174346995,108.5180055401662,108.78787878787878,105.64516129032258,95.3,97.79353474952003,111.98622322209111,112.02895819519438,111.52722178416843,42.02341211277015,363213.01154249744,331550.89192025183,303427.0724029381,28123.819517313746,31662.11962224554
1997,3,30人以上,一般,380430,346345.0,316250.0,30095.0,34085.0,165.0,150.4,14.6,20338566.0,20263769.0,,82.55805626265455,96.04420287845595,96.3565787549359,92.8800691315351,34.01934266864951,100.91743119266054,101.69033130493577,93.58974358974359,95.3,86.62964980341505,100.78090543384674,101.10868704610272,97.4607231180851,35.69710668273821,399192.02518363064,363426.02308499475,331846.7995802728,31579.223504721933,35766.00209863589
1997,3,30人以上,パート,94430,92972.0,90344.0,2628.0,1458.0,95.9,93.5,2.4,2766100.0,2764797.0,,84.71793583578554,85.78731257208766,86.82748678519943,60.76300578034682,47.1997410165102,107.51121076233183,108.72093023255813,74.99999999999999,95.3,88.8960501949481,90.0181663925369,91.10963985855133,63.759712256397506,49.527535169475556,99087.09338929696,97557.18782791185,94799.58027282267,2757.6075550891924,1529.9055613850999
1997,3,500人以上,形態計,404634,378657.0,336036.0,42621.0,25977.0,157.9,141.8,16.1,4405940.0,4381826.0,282668.0,84.42538808212319,103.0521823852472,101.7369111017593,114.74840481382765,23.227346697902323,105.90207914151577,105.11489992587101,113.38028169014088,95.3,88.58907458774732,108.1345040768596,106.7543663187401,120.40756014042775,24.3728716662144,424589.71668415534,397331.5844700945,352608.60440713534,44722.980062959075,27258.13221406086
1997,3,500人以上,一般,425480,397895.0,352643.0,45252.0,27585.0,162.1,145.1,17.0,4117330.0,4099158.0,,78.00159860378825,96.34121538185886,95.28342416488562,105.46530869088959,20.82358269796935,101.50281778334377,101.11498257839722,104.93827160493827,95.3,81.84847702391212,101.09256598306283,99.98260667878868,110.66664080890827,21.850558969537616,446463.79853095487,417518.36306400836,370034.62749213015,47483.73557187828,28945.435466946485
1997,3,500人以上,パート,104817,101963.0,97178.0,4785.0,2854.0,98.2,94.6,3.6,288610.0,282668.0,,79.08031234675016,79.17795879699014,79.76655612831205,68.85882860843286,75.74309978768578,104.91452991452992,105.69832402234636,87.8048780487805,95.3,82.9803907101261,83.08285288246606,83.7004786236223,72.25480441598413,79.4785936911708,109986.35886673663,106991.60545645331,101970.61909758658,5020.986358866737,2994.753410283316
1997,3,100〜499人,形態計,347589,318468.0,290178.0,28290.0,29121.0,155.6,142.4,13.2,8083577.0,8070857.0,981836.0,93.09031599752537,106.64978852085154,105.97361049736871,114.11859620814843,38.943272085372705,107.68166089965399,107.47169811320757,109.99999999999999,95.3,97.68133892709902,111.90953674800792,111.20001101507735,119.7466906696206,40.863874171429906,364731.3746065058,334174.1867785939,304488.98216159496,29685.204616998955,30557.18782791186
1997,3,100〜499人,一般,381429,348531.0,316780.0,31751.0,32898.0,163.4,148.8,14.6,7108150.0,7089021.0,,83.32838149000965,96.96257327186889,96.55248086658884,101.25326870336117,33.46932131484439,100.98887515451173,101.15567641060504,99.31972789115646,95.3,87.43796588668378,101.74456796628427,101.31425064699772,106.24687167194247,35.119959406972086,400240.29380902415,365719.83210912906,332402.93809024134,33316.894018887724,34520.46169989507
1997,3,100〜499人,パート,102129,100410.0,97227.0,3183.0,1719.0,98.8,96.0,2.8,975427.0,981836.0,,87.0279160133615,88.11836874391174,89.12059103908484,65.58829589944364,50.51425213047311,107.62527233115469,108.72027180067951,80.0,95.3,91.31995384403096,92.46418546055797,93.51583529809533,68.82297576017172,53.00551115474619,107165.79223504724,105362.01469045121,102022.03567681008,3339.9790136411334,1803.7775445960126
1997,3,30〜99人,形態計,320782,288066.0,268959.0,19107.0,32716.0,157.0,145.2,11.8,10615149.0,10575883.0,1500293.0,103.0346830092441,112.86039468580675,113.9154779249822,99.84323561686784,58.3245681279304,110.6412966878083,111.60645657186778,100.0,95.3,108.11614166762236,118.42643723589377,119.53355501047452,104.76729865358641,61.20101587400881,336602.30849947536,302272.82266526757,282223.5047219308,20049.31794333683,34329.485834207764
1997,3,30〜99人,一般,359301,321353.0,299398.0,21955.0,37948.0,167.5,154.1,13.4,9113086.0,9075590.0,,88.15082507765004,98.27639461877922,99.61537693725587,83.05277094760733,47.07662916051557,100.0,101.7161716171617,83.75,95.3,92.49824247392449,103.12318427993623,104.52820245252452,87.14876279916824,49.398351689942885,377020.98635886674,337201.46904512064,314163.6935991606,23037.775445960127,39819.517313746066
1997,3,30〜99人,パート,87434,86412.0,84556.0,1856.0,1022.0,93.6,91.7,1.9,1502063.0,1500293.0,,86.0325300849167,87.33601503911382,88.35435366401605,57.26627584078988,38.034983252698176,108.45886442641945,109.82035928143712,67.85714285714286,95.3,90.27547752876885,91.64324768007747,92.71180867158031,60.0905307878173,39.910790401572065,91746.06505771249,90673.66211962224,88726.12801678908,1947.5341028331584,1072.4029380902414
1997,3,5〜29人,形態計,270336,252090.0,240436.0,11654.0,18246.0,156.3,147.9,8.4,17726109.0,17724817.0,3535511.0,106.1127400760707,114.61762298808766,115.71662335162192,95.83881578947368,52.396404675071075,118.85931558935363,119.75708502024291,105.0,95.3,111.34600217845822,120.27032842401644,121.42352922520662,100.56538907604795,54.980487591889904,283668.4155299056,264522.5603357817,252293.8090241343,12228.75131164743,19145.85519412382
1997,3,5〜29人,一般,316571,293994.0,279768.0,14226.0,22577.0,171.5,161.4,10.1,14219363.0,14189306.0,,86.97770133638122,95.61557850231726,96.91284467230152,75.6903431763767,39.964243357584124,102.75614140203714,104.19625564880567,84.16666666666667,95.3,91.26726268245669,100.33114218501287,101.6923868544612,79.42323523229454,41.93519764699278,332183.6306400839,308493.1794333683,293565.5823714585,14927.597061909759,23690.451206715636
1997,3,5〜29人,パート,83816,83046.0,81765.0,1281.0,770.0,95.1,93.8,1.3,3506746.0,3535511.0,,93.85259669003202,95.11080570348737,95.96042578661378,60.7685009487666,38.67403314917127,122.39382239382238,123.7467018469657,68.42105263157895,95.3,98.48121373560548,99.80147502989232,100.69299662813617,63.765478435222036,40.58135692462883,87949.63273871984,87141.65792235048,85797.48163693599,1344.1762854144806,807.9748163693599
1997,3,5人以上,形態計,313201,288211.0,267991.0,20220.0,24990.0,156.5,145.5,11.0,40830775.0,40753383.0,6300308.0,97.10093256281158,109.09644939056705,109.63826340250048,102.3901154547296,42.811622010553,112.50898634076205,113.2295719844358,103.77358490566037,95.3,101.88975085289778,114.47686189986048,115.04539706453356,107.43978536697753,44.92300315902729,328647.42917103885,302424.9737670514,281207.7649527807,21217.208814270725,26222.45540398741
1997,3,5人以上,一般,354143,324795.0,301233.0,23562.0,29348.0,167.6,154.9,12.7,34557929.0,34453075.0,,83.30404755352005,95.2391424826482,96.04327212786512,86.03037826785453,34.90070162920681,101.69902912621357,102.92358803986713,88.8111888111888,95.3,87.41243185049323,99.93614111505583,100.77992878055102,90.27321958851473,36.62193245457168,371608.60440713534,340813.22140608606,316089.19202518364,24724.029380902415,30795.383001049315
1997,3,5人以上,パート,88485,87412.0,85539.0,1873.0,1073.0,95.4,93.6,1.8,6272846.0,6300308.0,,88.69876402129131,89.88380462724935,90.90609590205747,59.3849080532657,42.766042247907535,114.80144404332131,116.12903225806453,72.0,95.3,93.07320463934032,94.31668901075483,95.38939758872768,62.31364958369958,44.87517549623036,92848.8982161595,91722.98006295909,89757.6075550892,1965.3725078698849,1125.9181532004197
1997,4,30人以上,形態計,327078,319444.0,291452.0,27992.0,7634.0,164.8,151.4,13.4,23031348.0,23474133.0,2794516.0,88.06433894800327,107.8969412019023,107.60761610798717,111.00448110401713,10.132193671692503,114.12742382271468,114.6969696969697,108.06451612903226,97.5,90.32239892102899,110.6635294378485,110.36678575178172,113.85074985027398,10.39199350942821,335464.6153846154,327634.8717948718,298925.1282051282,28709.74358974359,7829.743589743591
1997,4,30人以上,一般,358372,349798.0,318366.0,31432.0,8574.0,173.6,158.7,14.9,20260930.0,20679617.0,,77.77119506600434,97.00174703973822,97.0012918636962,97.00635763224493,8.55748405577236,106.17737003058103,107.3022312373225,95.51282051282051,97.5,79.76532827282496,99.48897132280842,99.48850447558584,99.49370013563582,8.776906723869086,367561.0256410257,358767.17948717944,326529.23076923075,32237.94871794872,8793.846153846154
1997,4,30人以上,パート,96857,96138.0,93451.0,2687.0,719.0,99.5,97.1,2.4,2770418.0,2794516.0,,86.89532046221201,88.70865051903114,89.8135511773186,62.1271676300578,23.27614114600194,111.54708520179372,112.90697674418604,74.99999999999999,97.5,89.12340560226873,90.9832313015704,92.1164627459678,63.72017192826441,23.87296527795071,99340.51282051283,98603.07692307692,95847.17948717948,2755.897435897436,737.4358974358973
1997,4,500人以上,形態計,392400,383678.0,339375.0,44303.0,8722.0,164.2,147.9,16.3,4378943.0,4451171.0,281409.0,81.87280921382073,104.41865654987726,102.74781334487844,119.27684893519641,7.798780378762138,110.12743125419182,109.63676797627872,114.7887323943662,97.5,83.97211201417511,107.09605799987412,105.3823726614138,122.33522967712453,7.998749106422706,402461.5384615385,393515.89743589744,348076.9230769231,45438.97435897436,8945.641025641025
1997,4,500人以上,一般,411689,402445.0,355478.0,46967.0,9244.0,168.4,151.2,17.2,4099180.0,4169762.0,,75.4733480483101,97.4428942920926,96.0494354213332,109.46232549467454,6.978183739714653,105.44771446462119,105.36585365853657,106.17283950617285,97.5,77.40856210083086,99.94143004317189,98.51224145777763,112.26905178940979,7.157111527912464,422245.1282051282,412764.10256410256,364592.8205128205,48171.28205128205,9481.02564102564
1997,4,500人以上,パート,108184,107149.0,102100.0,5049.0,1035.0,103.3,99.7,3.6,279763.0,281409.0,,81.62058168923761,83.20507544049015,83.80667826772171,72.65793639372572,27.46815286624204,110.36324786324786,111.39664804469274,87.8048780487805,97.5,83.71341711716678,85.33853891332322,85.95556745407355,74.52096040382125,28.17246447819696,110957.94871794872,109896.41025641026,104717.9487179487,5178.461538461538,1061.5384615384614
1997,4,100〜499人,形態計,331009,322704.0,292995.0,29709.0,8305.0,164.4,150.9,13.5,8087183.0,8266133.0,989151.0,88.64990666570253,108.06835649055124,107.00238476961226,119.84267849939492,11.106207708149455,113.77162629757787,113.88679245283019,112.5,97.5,90.92298119559233,110.83933999030897,109.74603566114078,122.9155676916871,11.390982264768672,339496.41025641025,330978.46153846156,300507.6923076923,30470.76923076923,8517.948717948719
1997,4,100〜499人,一般,362130,352843.0,319510.0,33333.0,9287.0,172.9,157.9,15.0,7103470.0,7276982.0,,79.11225100602522,98.16218712529455,97.3845670865705,106.29823330569552,9.448282176757246,106.8603213844252,107.34194425560844,102.04081632653062,97.5,81.14077026258997,100.67916628235338,99.88160726827743,109.02382903148258,9.690545822315125,371415.3846153846,361890.25641025644,327702.5641025641,34187.692307692305,9525.128205128205
1997,4,100〜499人,パート,104163,103013.0,99718.0,3295.0,1150.0,102.8,99.9,2.9,983713.0,989151.0,,88.76116299679596,90.4027240256606,91.40390115127961,67.89614671337317,33.79371143109021,111.98257080610021,113.13703284258212,82.85714285714285,97.5,91.03709025312406,92.72074259042114,93.74759092438934,69.63707355217761,34.66021685240022,106833.84615384616,105654.35897435898,102274.8717948718,3379.4871794871797,1179.4871794871797
1997,4,30〜99人,形態計,297012,290344.0,270424.0,19920.0,6668.0,165.2,153.2,12.0,10565222.0,10756829.0,1523956.0,95.39979571778218,113.7528845287395,114.53596720089452,104.09155039974918,11.887401280017114,116.42001409443267,117.7555726364335,101.69491525423729,97.5,97.84594432593045,116.66962515768154,117.47278687271232,106.76056451256326,12.192206441043194,304627.6923076923,297788.71794871794,277357.94871794875,20430.76923076923,6838.974358974358
1997,4,30〜99人,一般,331313,323603.0,300689.0,22914.0,7710.0,176.6,162.9,13.7,9058280.0,9232873.0,,81.2842555655327,98.9644911602531,100.04491705317513,86.68053716663515,9.564688806460817,105.4328358208955,107.52475247524754,85.625,97.5,83.3684672467002,101.50204221564421,102.61017133658987,88.90311504270272,9.80993723739571,339808.2051282051,331900.5128205128,308398.9743589744,23501.53846153846,7907.692307692308
1997,4,30〜99人,パート,90005,89624.0,87770.0,1854.0,381.0,96.6,94.8,1.8,1506942.0,1523956.0,,88.56231981029038,90.58236138343676,91.71273027450079,57.20456649182351,14.17938221064384,111.93511008111238,113.53293413173652,64.28571428571429,97.5,90.83314852337475,92.90498603429411,94.06433874307773,58.67135024802411,14.542956113480862,92312.8205128205,91922.05128205128,90020.51282051281,1901.5384615384614,390.7692307692308
1997,4,5〜29人,形態計,262012,255860.0,244003.0,11857.0,6152.0,164.2,155.9,8.3,17727409.0,17898394.0,3509039.0,102.8453896366427,116.33172683459125,117.43334295889885,97.50822368421052,17.66648479453235,124.86692015209124,126.23481781376518,103.75000000000001,97.5,105.4824509093771,119.3145916252218,120.44445431681933,100.00843454790822,18.119471584135745,268730.25641025644,262420.5128205128,250259.4871794872,12161.02564102564,6309.74358974359
1997,4,5〜29人,一般,305076,297495.0,283055.0,14440.0,7581.0,180.3,170.3,10.0,14207319.0,14389355.0,,83.81945665553016,96.75420765915929,98.05147568241651,76.82894386805002,13.419361690828952,108.0287597363691,109.94189799870884,83.33333333333334,97.5,85.96867349285145,99.23508477862491,100.56561608452976,78.79891678774361,13.763447888029695,312898.46153846156,305123.0769230769,290312.8205128205,14810.256410256412,7775.384615384615
1997,4,5〜29人,パート,86815,86478.0,85127.0,1351.0,337.0,98.6,97.3,1.3,3520090.0,3509039.0,,97.21071372584149,99.04140182099296,99.90611100026993,64.08918406072107,16.926167754897037,126.8983268983269,128.36411609498683,68.42105263157895,97.5,99.70329612906819,101.58092494460816,102.46780615412301,65.73249647253444,17.360172056304656,89041.02564102564,88695.38461538461,87309.74358974358,1385.6410256410256,345.64102564102564
1997,4,5人以上,形態計,298855,291864.0,270871.0,20993.0,6991.0,164.5,153.3,11.2,40758757.0,41372527.0,6303555.0,92.65327761105186,110.47921871451283,110.8165052039013,106.30443589224225,11.976632632083877,118.26024442846874,119.29961089494164,105.66037735849056,97.5,95.0290026780019,113.31201919437213,113.65795405528338,109.03019065871,12.283725776496285,306517.94871794875,299347.6923076923,277816.41025641025,21531.28205128205,7170.256410256409
1997,4,5人以上,一般,336454,328289.0,303845.0,24444.0,8165.0,176.3,163.5,12.8,34468249.0,35068972.0,,79.14311454856382,96.26368277370679,96.87606610063033,89.2507667591646,9.709834700915685,106.97815533980581,108.63787375415282,89.5104895104895,97.5,81.17242517801418,98.73198233200696,99.36006779551828,91.53924795811754,9.958804821451984,345081.0256410256,336706.6666666667,311635.89743589744,25070.76923076923,8374.358974358975
1997,4,5人以上,パート,91252,90746.0,88804.0,1942.0,506.0,99.0,97.2,1.8,6290508.0,6303555.0,,91.47244860112872,93.3120822622108,94.3759564699881,61.572606214331,20.16739736946991,119.13357400722022,120.59553349875931,72.0,97.5,93.81789600115766,95.70469975611363,96.79585278973138,63.15139098905745,20.684510122533244,93591.79487179486,93072.82051282052,91081.02564102564,1991.7948717948718,518.974358974359
1997,5,30人以上,形態計,323384,316075.0,290314.0,25761.0,7309.0,157.3,145.1,12.2,23496211.0,23454732.0,2787315.0,87.06974540128375,106.75901156506701,107.18745269469478,102.15727485426498,9.700838819282225,108.93351800554017,109.92424242424241,98.38709677419354,97.6,89.21080471443008,109.38423316092934,109.8232097281709,104.6693389900256,9.939384036149821,331336.0655737705,323847.3360655738,297452.86885245907,26394.467213114756,7488.729508196722
1997,5,30人以上,一般,354047,345839.0,316968.0,28871.0,8208.0,165.3,151.8,13.5,20708769.0,20667417.0,,76.8326161071,95.90388508360833,96.57534246575342,89.10252453552249,8.192189075085086,101.10091743119267,102.6369168356998,86.53846153846155,97.6,78.72194273268443,98.26217733976263,98.95014596900967,91.29357022082223,8.393636347423245,362753.0737704919,354343.2377049181,324762.29508196726,29580.942622950824,8409.83606557377
1997,5,30人以上,パート,95806,95169.0,92491.0,2678.0,637.0,97.1,94.9,2.2,2787442.0,2787315.0,,85.95241512954856,87.81453287197232,88.89091782796731,61.919075144508675,20.62156037552606,108.85650224215246,110.34883720930233,68.75,97.6,88.06599910814403,89.97390663111918,91.07676006963865,63.4416753529802,21.128647925743916,98161.88524590165,97509.22131147541,94765.36885245901,2743.852459016394,652.6639344262295
1997,5,500人以上,形態計,389582,380795.0,339496.0,41299.0,8787.0,156.6,141.6,15.0,4458236.0,4455195.0,284195.0,81.28484393256552,103.63404292378118,102.78444681939698,111.18918773389332,7.8569001591587835,105.03018108651912,104.96664195700518,105.63380281690142,97.6,83.28365157025156,106.18242102846433,105.31193321659526,113.92334808800545,8.050102622088918,399161.88524590165,390158.81147540984,347844.262295082,42314.54918032787,9003.073770491805
1997,5,500人以上,一般,408778,399504.0,355732.0,43772.0,9274.0,160.5,144.7,15.8,4176565.0,4171000.0,,74.93968570569558,96.73079809978547,96.11806570674332,102.01598806721515,7.000830376689062,100.50093926111461,100.8362369337979,97.53086419753087,97.6,76.78246486239301,99.10942428256709,98.4816246995321,104.52457793772045,7.172981943328957,418829.9180327869,409327.86885245907,364479.5081967213,44848.360655737706,9502.04918032787
1997,5,500人以上,パート,106403,104806.0,99990.0,4816.0,1597.0,99.7,96.4,3.3,281671.0,284195.0,,80.27688709494889,81.385651164416,82.07472830547987,69.30493596200891,42.38322717622081,106.51709401709401,107.7094972067039,80.48780487804879,97.6,82.25090890875911,83.38693766845903,84.09295932938511,71.00915569877962,43.425437680554104,109019.46721311477,107383.1967213115,102448.7704918033,4934.426229508197,1636.2704918032787
1997,5,100〜499人,形態計,323960,318727.0,291424.0,27303.0,5233.0,156.8,144.4,12.4,8294726.0,8283210.0,997184.0,86.76206315665432,106.73652343684591,106.4286522947473,110.13715207745058,6.998047554093451,108.5121107266436,108.9811320754717,103.33333333333334,97.6,88.8955565129655,109.3611920459487,109.0457503019952,112.84544270230592,7.17013069066952,331926.2295081967,326564.54918032786,298590.16393442627,27974.38524590164,5361.680327868853
1997,5,100〜499人,一般,354211,348337.0,317746.0,30591.0,5874.0,164.7,150.9,13.8,7299492.0,7286026.0,,77.38223715542817,96.90860177660808,96.84691137519773,97.55405319216787,5.976010499221715,101.79233621755253,102.58327668252889,93.87755102040816,97.6,79.28507905269281,99.29160018095091,99.2283928024567,99.95292335263102,6.12296157707143,362921.10655737703,356902.66393442627,325559.4262295082,31343.237704918032,6018.44262295082
1997,5,100〜499人,パート,102507,101968.0,98734.0,3234.0,539.0,99.7,97.0,2.7,995234.0,997184.0,,87.35002385984048,89.48564708773223,90.50194324264868,66.63919225221512,15.838965618571848,108.60566448801742,109.85277463193658,77.14285714285715,97.6,89.49797526623,91.68611381939779,92.72740086336955,68.27786091415484,16.22844837968427,105027.66393442624,104475.40983606556,101161.88524590165,3313.5245901639346,552.2540983606557
